Date,Open,High,Low,Close,Adj Close,Volume
2017-06-19,35.610001,35.610001,35.320000,35.509998,34.602825,21583800
2017-06-20,35.450001,35.450001,34.840000,34.860001,33.969429,21536500
2017-06-21,34.330002,34.599998,34.090000,34.580002,33.696583,27138500
2017-06-22,34.560001,34.630001,34.290001,34.360001,33.482204,24602900
2017-06-23,34.209999,34.549999,34.099998,34.189999,33.316544,29260900
2017-06-26,34.259998,34.509998,34.029999,34.070000,33.199612,18854800
2017-06-27,34.000000,34.150002,33.650002,33.650002,32.790340,27078900
2017-06-28,33.770000,34.240002,33.740002,34.200001,33.326294,25940100
2017-06-29,33.919998,34.099998,33.340000,33.540001,32.683155,25215700
2017-06-30,33.869999,33.930000,33.529999,33.740002,32.878044,24432000
2017-07-03,33.509998,34.029999,33.430000,33.459999,32.605190,12676900
2017-07-05,33.520000,34.430000,33.490002,34.340000,33.462715,30010800
2017-07-06,34.119999,34.290001,33.560001,33.630001,32.770855,20733200
2017-07-07,33.700001,34.119999,33.700001,33.880001,33.014465,18304500
2017-07-10,33.250000,33.740002,33.230000,33.650002,32.790340,29918400
2017-07-11,33.639999,33.930000,33.430000,33.919998,33.053444,25737500
2017-07-12,34.279999,34.389999,33.939999,34.250000,33.375015,23768300
2017-07-13,34.330002,34.400002,34.119999,34.240002,33.365269,15046200
2017-07-14,34.480000,34.709999,34.270000,34.680000,33.794033,16316400
2017-07-17,34.740002,34.740002,34.360001,34.470001,33.589394,21044400
2017-07-18,34.430000,34.580002,34.250000,34.529999,33.647858,14362800
2017-07-19,34.680000,34.680000,34.459999,34.560001,33.677097,17036200
2017-07-20,34.540001,34.840000,34.480000,34.750000,33.862244,17506200
2017-07-21,34.540001,34.820000,34.400002,34.730000,33.842751,22245000
2017-07-24,34.730000,34.799999,34.380001,34.500000,33.618626,16146300
2017-07-25,34.549999,34.740002,34.400002,34.669998,33.784279,18096700
2017-07-26,34.700001,34.970001,34.590000,34.750000,33.862244,15499300
2017-07-27,34.779999,35.250000,34.669998,34.970001,34.076622,43062800
2017-07-28,35.130001,35.860001,35.000000,35.310001,34.407936,36291500
2017-07-31,35.470001,35.740002,35.320000,35.470001,34.563847,27057000
2017-08-01,35.660000,36.430000,35.570000,36.349998,35.421364,38710200
2017-08-02,36.330002,36.669998,36.060001,36.639999,35.703953,35004300
2017-08-03,36.549999,36.590000,36.150002,36.490002,35.824223,26611300
2017-08-04,36.450001,36.560001,36.099998,36.299999,35.637684,20520300
2017-08-07,36.389999,36.549999,36.220001,36.430000,35.765316,18169300
2017-08-08,36.369999,36.700001,36.299999,36.410000,35.745682,22819900
2017-08-09,36.279999,36.660000,36.020000,36.590000,35.922398,22796800
2017-08-10,36.400002,36.560001,36.110001,36.139999,35.480606,22693300
2017-08-11,36.259998,36.400002,35.790001,35.869999,35.215530,19275100
2017-08-14,36.119999,36.470001,36.080002,36.340000,35.676956,18094200
2017-08-15,36.299999,36.320000,35.820000,36.000000,35.343163,21706600
2017-08-16,35.980000,36.070000,35.560001,35.810001,35.156631,22014000
2017-08-17,35.599998,35.680000,35.169998,35.169998,34.528301,19525000
2017-08-18,35.290001,35.310001,34.990002,35.009998,34.371220,16231400
2017-08-21,35.090000,35.279999,34.700001,34.919998,34.282867,26493300
2017-08-22,35.020000,35.189999,34.619999,34.650002,34.017796,26097800
2017-08-23,34.540001,34.810001,34.380001,34.660000,34.027611,19648100
2017-08-24,34.700001,34.889999,34.549999,34.709999,34.076694,14301900
2017-08-25,34.820000,34.930000,34.580002,34.669998,34.037426,14726800
2017-08-28,34.779999,34.799999,34.590000,34.650002,34.017796,20712900
2017-08-29,34.509998,34.750000,34.459999,34.730000,34.096333,15843700
2017-08-30,34.750000,34.959999,34.630001,34.889999,34.253414,18565000
2017-08-31,34.939999,35.180000,34.869999,35.070000,34.430130,16366800
2017-09-01,35.240002,35.389999,35.070000,35.090000,34.449768,12822000
2017-09-05,35.020000,35.330002,34.930000,35.020000,34.381042,18772000
2017-09-06,35.220001,35.939999,35.110001,35.759998,35.107540,28076400
2017-09-07,35.880001,35.950001,35.330002,35.540001,34.891556,16297100
2017-09-08,35.419998,35.540001,35.080002,35.189999,34.547939,14125000
2017-09-11,35.490002,36.000000,35.139999,35.770000,35.117355,20037600
2017-09-12,35.880001,36.340000,35.740002,36.090000,35.431519,19489900
2017-09-13,36.000000,36.400002,35.970001,36.330002,35.667141,15509800
2017-09-14,36.189999,36.700001,36.160000,36.480000,35.814404,18093900
2017-09-15,36.549999,37.080002,36.220001,37.000000,36.324913,33596100
2017-09-18,37.000000,37.330002,36.799999,37.000000,36.324913,19393800
2017-09-19,37.200001,37.299999,37.020000,37.230000,36.550720,23850500
2017-09-20,37.230000,37.290001,36.660000,37.070000,36.393639,23957500
2017-09-21,36.990002,37.270000,36.849998,37.200001,36.521267,22954200
2017-09-22,36.950001,37.220001,36.950001,37.180000,36.501633,21631800
2017-09-25,37.049999,37.230000,36.849998,37.160000,36.481995,23180800
2017-09-26,37.209999,37.639999,37.000000,37.470001,36.786343,29790400
2017-09-27,37.619999,37.689999,37.099998,37.540001,36.855064,25981400
2017-09-28,37.320000,37.880001,37.290001,37.830002,37.139774,21171400
2017-09-29,37.840000,38.150002,37.700001,38.080002,37.385208,23217300
2017-10-02,38.119999,39.090000,38.080002,39.040001,38.327698,37394500
2017-10-03,38.950001,39.700001,38.950001,39.380001,38.661488,34002200
2017-10-04,39.389999,39.400002,38.860001,39.340000,38.622219,28368800
2017-10-05,39.500000,39.650002,39.209999,39.529999,38.808750,17710300
2017-10-06,39.599998,39.889999,39.419998,39.630001,38.906933,18887500
2017-10-09,39.680000,39.880001,39.520000,39.860001,39.132736,18494100
2017-10-10,39.930000,39.950001,39.380001,39.650002,38.926567,29890000
2017-10-11,39.480000,39.669998,39.060001,39.299999,38.582951,30754700
2017-10-12,39.349998,39.389999,38.980000,39.189999,38.474957,18286900
2017-10-13,39.439999,39.810001,39.279999,39.669998,38.946198,16829400
2017-10-16,39.709999,39.790001,39.439999,39.759998,39.034557,12489100
2017-10-17,39.560001,39.869999,39.369999,39.790001,39.064007,15532800
2017-10-18,39.799999,40.290001,39.599998,40.250000,39.515614,21424600
2017-10-19,39.880001,40.330002,39.830002,40.090000,39.358540,19222700
2017-10-20,40.330002,40.450001,40.099998,40.430000,39.692333,18335700
2017-10-23,40.549999,41.040001,40.400002,40.830002,40.085037,28647000
2017-10-24,41.000000,41.049999,40.720001,40.950001,40.202847,19652400
2017-10-25,40.889999,41.060001,40.490002,40.779999,40.035946,24031700
2017-10-26,40.910000,41.580002,40.709999,41.349998,40.595547,38247400
2017-10-27,43.299999,45.000000,43.099998,44.400002,43.589897,90028300
2017-10-30,44.480000,45.189999,43.880001,44.369999,43.560444,48161500
2017-10-31,45.200001,45.799999,44.650002,45.490002,44.660011,47000900
2017-11-01,45.970001,46.709999,45.590000,46.709999,45.857750,47813700
2017-11-02,46.610001,47.230000,46.209999,47.099998,46.240635,44602300
2017-11-03,47.200001,47.299999,45.599998,46.340000,45.494499,39298100
2017-11-06,46.599998,46.740002,46.090000,46.700001,46.119137,34035000
2017-11-07,46.700001,47.090000,46.389999,46.779999,46.198139,24461400
2017-11-08,46.619999,46.700001,46.279999,46.700001,46.119137,21565800
